timestamp,size,type
7.37058,335.56654324324415,frame
7.41258,337.2353729729739,frame
7.45458,338.67220270270366,frame
7.49558,340.1490324324334,frame
7.53758,342.13686216216314,frame
7.57958,342.9666918918929,frame
7.62058,358.5405216216226,frame
7.66258,359.36735135135234,frame
7.70458,360.9631810810821,frame
7.74558,362.67201081081186,frame
7.78758,364.26584054054155,frame
7.82958,365.7466702702713,frame
7.87058,366.44750000000107,frame
7.91258,367.4033297297308,frame
7.95458,368.4431594594605,frame
7.99558,369.66398918919026,frame
8.03758,370.76281891892,frame
8.07958,372.16364864864977,frame
8.12058,373.4524783783795,frame
8.16258,374.07830810810924,frame
8.20458,374.93013783783897,frame
8.24558,375.6089675675687,frame
8.28758,376.34979729729844,frame
8.32958,382.0666270270282,frame
8.37058,386.1614567567579,frame
8.41258,388.0882864864877,frame
8.45458,389.0321162162174,frame
8.49558,389.65994594594713,frame
8.53758,390.3737756756769,frame
8.57958,391.3076054054066,frame
8.62058,392.4554351351364,frame
8.66258,393.7672648648661,frame
8.70458,395.17609459459584,frame
8.74558,396.3509243243256,frame
8.78758,397.4977540540553,frame
8.82958,398.57758378378503,frame
8.87058,399.5544135135148,frame
8.91258,400.6842432432445,frame
8.95458,401.95807297297426,frame
8.99558,402.863902702704,frame
9.03758,403.5007324324338,frame
9.07958,404.3765621621635,frame
9.12058,405.50739189189323,frame
9.16258,406.68922162162295,frame
9.20458,408.0130513513527,frame
9.24558,409.1568810810825,frame
9.28758,410.1687108108122,frame
9.32958,411.2485405405419,frame
9.37058,412.02537027027165,frame
9.41258,412.64920000000143,frame
9.45458,413.22702972973116,frame
9.49558,413.8088594594609,frame
9.53758,414.38668918919063,frame
9.57958,420.52951891892036,frame
9.62058,427.6653486486501,frame
9.66258,436.09917837837986,frame
9.70458,443.6190081081096,frame
9.74558,447.70583783783934,frame
9.78758,450.4396675675691,frame
9.82958,454.4084972972988,frame
9.87058,458.8193270270285,frame
9.91258,462.4891567567583,frame
9.95458,466.52298648648804,frame
9.99558,468.57681621621776,frame
10.03758,470.1776459459475,frame
10.07958,471.1414756756772,frame
10.12058,472.51930540540695,frame
10.16258,473.8091351351367,frame
10.20458,475.63396486486647,frame
10.24558,477.1507945945962,frame
10.28758,478.9056243243259,frame
10.32958,480.6614540540557,frame
10.37058,481.6202837837854,frame
10.41258,482.67611351351513,frame
10.45458,483.8019432432449,frame
10.49558,485.1817729729746,frame
10.53758,486.68460270270435,frame
10.57958,488.5454324324341,frame
10.62058,490.21326216216386,frame
10.66258,491.09709189189357,frame
10.70458,492.0319216216233,frame
10.74558,493.1517513513531,frame
10.78758,494.5295810810828,frame
10.82958,496.35441081081257,frame
10.87058,497.8652405405423,frame
10.91258,499.470070270272,frame
10.95458,500.30590000000177,frame
10.99558,501.5477297297315,frame
11.03758,502.7045594594612,frame
11.07958,503.949389189191,frame
11.12058,505.36521891892073,frame
11.16258,507.43404864865045,frame
11.20458,508.85087837838023,frame
11.24558,509.6297081081099,frame
11.28758,510.6415378378397,frame
11.32958,511.80436756756944,frame
11.37058,513.3221972972991,frame
11.41258,514.6860270270289,frame
11.45458,516.4898567567586,frame
11.49558,518.1956864864884,frame
11.53758,518.9795162162181,frame
11.57958,530.7393459459478,frame
11.62058,531.5291756756775,frame
11.66258,532.8620054054072,frame
11.70458,534.2698351351369,frame
11.74558,536.0426648648665,frame
11.78758,537.5594945945962,frame
11.82958,538.2223243243259,frame
11.87058,539.0301540540556,frame
11.91258,539.9919837837853,frame
11.95458,541.137813513515,frame
11.99558,542.2666432432446,frame
12.03758,543.4494729729743,frame
12.07958,545.0103027027039,frame
12.12058,545.6491324324337,frame
12.16258,546.5909621621634,frame
12.20458,547.4147918918931,frame
12.24558,548.2706216216227,frame
12.28758,549.3754513513524,frame
12.32958,550.2372810810821,frame
12.37058,555.7111108108118,frame
12.41258,560.3369405405414,frame
12.45458,563.4327702702711,frame
12.49558,565.3606000000008,frame
12.53758,566.5344297297305,frame
12.57958,572.3842594594602,frame
12.62058,583.4000891891899,frame
12.66258,597.5169189189195,frame
12.70458,612.3087486486492,frame
12.74558,626.1045783783788,frame
12.78758,641.2984081081086,frame
12.82958,658.1952378378382,frame
12.87058,673.932067567568,frame
12.91258,681.4408972972976,frame
12.95458,687.5457270270273,frame
12.99558,693.3825567567569,frame
13.03758,698.3053864864867,frame
13.07958,702.9302162162163,frame
13.12058,706.393045945946,frame
13.16258,709.3658756756757,frame
13.20458,711.9807054054054,frame
13.24558,713.9675351351351,frame
13.28758,715.7983648648648,frame
13.32958,718.0061945945944,frame
13.37058,723.6270243243241,frame
13.41258,730.0088540540538,frame
13.45458,737.8116837837835,frame
13.49558,745.2685135135132,frame
13.53758,753.5223432432429,frame
13.57958,787.3641729729725,frame
13.62058,796.6770027027022,frame
13.66258,805.8198324324319,frame
13.70458,815.5026621621615,frame
13.74558,824.4454918918913,frame
13.78758,833.2393216216209,frame
13.82958,841.3191513513506,frame
13.87058,849.5519810810803,frame
13.91258,857.4448108108099,frame
13.95458,866.1476405405397,frame
13.99558,872.6744702702694,frame
14.03758,880.854299999999,frame
14.07958,887.8681297297287,frame
14.12058,895.2419594594584,frame
14.16258,900.472789189188,frame
14.20458,905.5086189189177,frame
14.24558,909.6914486486475,frame
14.28758,912.818278378377,frame
14.32958,921.6131081081068,frame
14.37058,930.7339378378365,frame
14.41258,939.1847675675662,frame
14.45458,946.7465972972958,frame
14.49558,949.7734270270255,frame
14.53758,953.4392567567552,frame
14.57958,958.7870864864849,frame
14.62058,964.1379162162145,frame
14.66258,969.7347459459443,frame
14.70458,973.4745756756739,frame
14.74558,975.1724054054035,frame
14.78758,976.5612351351333,frame
14.82958,977.464064864863,frame
14.87058,978.6648945945926,frame
14.91258,979.8627243243224,frame
14.95458,981.119554054052,frame
14.99558,982.3463837837817,frame
15.03758,983.8032135135113,frame
15.07958,985.122043243241,frame
15.12058,985.8068729729707,frame
15.16258,986.6327027027004,frame
15.20458,987.78153243243,frame
15.24558,988.8853621621597,frame
15.28758,989.8931918918894,frame
15.32958,990.9630216216191,frame
15.37058,996.2068513513487,frame
15.41258,1004.3076810810785,frame
15.45458,1012.2565108108082,frame
15.49558,1019.8683405405378,frame
15.53758,1022.9021702702676,frame
15.57958,1035.5209999999972,frame
15.62058,1039.7488297297268,frame
15.66258,1045.2916594594565,frame
15.70458,1048.3994891891862,frame
15.74558,1049.359318918916,frame
15.78758,1050.4351486486457,frame
15.82958,1068.2859783783756,frame
15.87058,1069.4458081081052,frame
15.91258,1071.2516378378352,frame
15.95458,1073.156467567565,frame
15.99558,1074.8962972972947,frame
16.03758,1076.7261270270244,frame
16.07958,1078.9059567567542,frame
16.12058,1080.9767864864841,frame
16.16258,1081.8896162162139,frame
16.20458,1083.0134459459437,frame
16.245579999999997,1084.2772756756735,frame
16.28758,1085.8341054054033,frame
16.32958,1087.507935135133,frame
16.370579999999997,1089.327764864863,frame
16.41258,1091.0875945945927,frame
16.45458,1091.9414243243225,frame
16.495579999999997,1092.9352540540524,frame
16.53758,1094.284083783782,frame
16.57958,1095.805913513512,frame
16.620579999999997,1097.1657432432416,frame
16.66258,1098.6955729729714,frame
16.70458,1100.1764027027014,frame
16.745579999999997,1100.938232432431,frame
16.78758,1101.749062162161,frame
16.82958,1102.8838918918907,frame
16.870579999999997,1104.1207216216205,frame
16.91258,1105.4765513513503,frame
16.95458,1106.69838108108,frame
16.995579999999997,1113.8972108108098,frame
17.03758,1121.0500405405396,frame
17.07958,1129.0588702702694,frame
17.120579999999997,1136.2836999999993,frame
17.16258,1142.592529729729,frame
17.20458,1149.6373594594588,frame
17.245579999999997,1154.3961891891886,frame
17.28758,1158.7500189189184,frame
17.32958,1164.1688486486482,frame
17.370579999999997,1170.260678378378,frame
17.41258,1174.8775081081078,frame
17.45458,1179.3983378378377,frame
17.495579999999997,1183.7421675675673,frame
17.53758,1187.9319972972971,frame
17.57958,1191.942827027027,frame
17.620579999999997,1193.6076567567568,frame
17.66258,1194.8094864864865,frame
17.70458,1196.4743162162165,frame
17.745579999999997,1197.9881459459461,frame
17.78758,1199.933975675676,frame
17.82958,1202.0188054054058,frame
17.870579999999997,1204.1476351351357,frame
17.91258,1206.8294648648655,frame
17.95458,1209.3802945945952,frame
17.995579999999997,1213.4681243243251,frame
18.03758,1217.1949540540547,frame
18.07958,1224.0697837837847,frame
18.120579999999997,1226.6146135135143,frame
18.16258,1231.6724432432443,frame
18.20458,1236.881272972974,frame
18.245579999999997,1241.331102702704,frame
18.28758,1244.7489324324335,frame
18.32958,1247.1257621621635,frame
18.370579999999997,1248.2335918918932,frame
18.41258,1249.052421621623,frame
18.45458,1249.7252513513529,frame
18.495579999999997,1250.5680810810825,frame
18.53758,1251.3459108108125,frame
18.57958,1252.2627405405422,frame
18.620579999999997,1253.181570270272,frame
18.66258,1292.0574000000017,frame
18.70458,1293.0012297297317,frame
18.745579999999997,1293.8340594594613,frame
18.78758,1294.5958891891912,frame
18.82958,1295.281718918921,frame
18.870579999999997,1295.9575486486508,frame
18.91258,1296.6553783783806,frame
18.95458,1297.5792081081104,frame
18.995579999999997,1298.8630378378402,frame
19.03758,1302.31386756757,frame
19.07958,1305.3006972972998,frame
19.120579999999997,1306.6765270270296,frame
19.16258,1308.8883567567593,frame
19.20458,1311.175186486489,frame
19.245579999999997,1313.437016216219,frame
19.28758,1315.6088459459488,frame
19.32958,1317.9246756756786,frame
19.370579999999997,1320.2175054054082,frame
19.41258,1322.9303351351382,frame
19.45458,1325.744164864868,frame
19.495579999999997,1327.5539945945977,frame
19.53758,1330.3568243243276,frame
19.57958,1333.9296540540572,frame
19.620579999999997,1336.4214837837872,frame
19.66258,1339.506313513517,frame
19.70458,1342.8161432432466,frame
19.745579999999997,1346.4739729729765,frame
19.78758,1349.8178027027063,frame
19.82958,1350.5046324324362,frame
19.870579999999997,1351.235462162166,frame
19.91258,1351.8952918918958,frame
19.95458,1352.5521216216255,frame
19.995579999999997,1353.1729513513553,frame
20.03758,1353.826781081085,frame
20.07958,1354.4396108108149,frame
20.120579999999997,1355.0434405405447,frame
20.16258,1355.6592702702744,frame
20.20458,1356.3661000000043,frame
20.245579999999997,1357.0049297297342,frame
20.28758,1357.667759459464,frame
20.32958,1358.3035891891936,frame
20.370579999999997,1401.5554189189236,frame
20.41258,1402.2512486486532,frame
20.45458,1402.9000783783831,frame
20.495579999999997,1403.5259081081128,frame
20.53758,1404.1227378378426,frame
20.57958,1404.7555675675724,frame
20.620579999999997,1405.3463972973022,frame
20.66258,1405.941227027032,frame
20.70458,1406.5370567567618,frame
20.745579999999997,1407.1178864864917,frame
20.78758,1407.7097162162215,frame
20.82958,1408.3525459459513,frame
20.870579999999997,1412.429375675681,frame
20.91258,1424.0862054054107,frame
20.95458,1429.3240351351405,frame
20.995579999999997,1442.3048648648705,frame
21.03758,1450.4466945946003,frame
21.07958,1462.34352432433,frame
21.120579999999997,1474.9253540540599,frame
21.16258,1486.2051837837896,frame
21.20458,1497.2150135135194,frame
21.245579999999997,1508.3338432432492,frame
21.28758,1518.215672972979,frame
21.32958,1530.5565027027087,frame
21.370579999999997,1539.7723324324386,frame
21.41258,1549.0491621621684,frame
21.45458,1557.4149918918981,frame
21.495579999999997,1565.746821621628,frame
21.53758,1572.2246513513578,frame
21.57958,1579.3014810810876,frame
21.620579999999997,1585.4433108108174,frame
21.66258,1591.4131405405471,frame
21.70458,1593.931970270277,frame
21.745579999999997,1597.5328000000068,frame
21.78758,1600.0866297297366,frame
21.82958,1602.5174594594664,frame
21.870579999999997,1606.232289189196,frame
21.91258,1608.377118918926,frame
21.95458,1611.0919486486557,frame
21.995579999999997,1612.7527783783855,frame
22.03758,1614.5476081081154,frame
22.07958,1615.9664378378452,frame
22.120579999999997,1618.167267567575,frame
22.16258,1619.4560972973047,frame
22.20458,1621.1619270270346,frame
22.245579999999997,1621.7997567567643,frame
22.28758,1622.3865864864943,frame
22.32958,1628.063416216224,frame
22.370579999999997,1647.5322459459537,frame
22.41258,1648.1510756756836,frame
22.45458,1665.2319054054133,frame
22.495579999999997,1665.997735135143,frame
22.53758,1666.6215648648729,frame
22.57958,1687.0853945946028,frame
22.620579999999997,1688.0122243243325,frame
22.66258,1702.2190540540623,frame
22.70458,1713.6448837837922,frame
22.745579999999997,1723.172713513522,frame
22.78758,1724.2815432432517,frame
22.82958,1733.5163729729816,frame
22.870579999999997,1734.6362027027114,frame
22.91258,1743.986032432441,frame
22.95458,1745.195862162171,frame
22.995579999999997,1750.7646918919008,frame
23.03758,1753.1805216216305,frame
23.07958,1754.3603513513604,frame
23.120579999999997,1755.2501810810902,frame
23.16258,1756.11601081082,frame
23.20458,1757.1428405405497,frame
23.245579999999997,1758.1446702702794,frame
23.28758,1758.9805000000092,frame
23.32958,1760.4523297297392,frame
23.370579999999997,1761.5121594594689,frame
23.41258,1762.3459891891987,frame
23.45458,1763.0958189189284,frame
23.495579999999997,1763.8546486486582,frame
23.53758,1766.8474783783881,frame
23.57958,1767.7643081081178,frame
23.620579999999997,1768.5521378378478,frame
23.66258,1769.3479675675776,frame
23.70458,1770.0927972973072,frame
23.745579999999997,1770.7966270270372,frame
23.78758,1771.516456756767,frame
23.82958,1772.2262864864967,frame
23.870579999999997,1772.9371162162265,frame
23.91258,1773.6249459459564,frame
23.95458,1774.461775675686,frame
23.995579999999997,1775.2126054054158,frame
24.03758,1775.9424351351456,frame
24.07958,1776.6252648648754,frame
24.120579999999997,1777.3000945946053,frame
24.16258,1778.0259243243352,frame
24.20458,1778.795754054065,frame
24.245579999999997,1779.8245837837947,frame
24.28758,1780.4774135135244,frame
24.32958,1781.5142432432542,frame
24.370579999999997,1810.739072972984,frame
24.41258,1811.515902702714,frame
24.45458,1813.0587324324435,frame
24.495579999999997,1813.7135621621735,frame
24.53758,1814.4503918919033,frame
24.57958,1817.918221621633,frame
24.620579999999997,1818.8490513513627,frame
24.66258,1821.7228810810927,frame
24.70458,1823.4287108108224,frame
24.745579999999997,1825.5375405405523,frame
24.78758,1826.843370270282,frame
24.82958,1828.965200000012,frame
24.870579999999997,1829.8520297297416,frame
24.91258,1830.5338594594714,frame
24.95458,1834.8796891892011,frame
24.995579999999997,1838.525518918931,frame
25.03758,1839.2513486486607,frame
25.07958,1839.8851783783907,frame
25.120579999999997,1843.1150081081205,frame
25.16258,1843.7778378378503,frame
25.20458,1845.66766756758,frame
25.245579999999997,1846.4034972973097,frame
25.28758,1847.7693270270397,frame
25.32958,1849.1081567567694,frame
25.370579999999997,1849.8039864864993,frame
25.41258,1850.457816216229,frame
25.45458,1851.6886459459588,frame
25.495579999999997,1853.0054756756886,frame
25.53758,1854.5373054054185,frame
25.57958,1855.793135135148,frame
25.620579999999997,1856.477964864878,frame
25.66258,1857.6257945946077,frame
25.70458,1858.2836243243376,frame
25.745579999999997,1859.4274540540673,frame
25.78758,1860.5202837837971,frame
25.82958,1861.512113513527,frame
25.870579999999997,1863.1029432432567,frame
25.91258,1864.9027729729867,frame
25.95458,1865.5586027027164,frame
25.995579999999997,1866.195432432446,frame
26.03758,1875.027262162176,frame
26.07958,1875.6730918919059,frame
26.120579999999997,1887.7649216216355,frame
26.16258,1888.8417513513652,frame
26.20458,1900.962581081095,frame
26.245579999999997,1902.429410810825,frame
26.28758,1911.9672405405547,frame
26.32958,1913.9110702702847,frame
26.370579999999997,1935.2489000000144,frame
26.41258,1936.1377297297443,frame
26.45458,1936.9705594594739,frame
26.495579999999997,1937.7413891892038,frame
26.53758,1938.4322189189336,frame
26.57958,1939.3180486486633,frame
26.620579999999997,1940.4378783783932,frame
26.66258,1941.1337081081228,frame
26.70458,1943.2685378378528,frame
26.745579999999997,1944.6013675675824,frame
26.78758,1945.3011972973122,frame
26.82958,1948.405027027042,frame
26.870579999999997,1951.312856756772,frame
26.91258,1952.0276864865018,frame
26.95458,1953.5635162162316,frame
26.995579999999997,1954.5443459459614,frame
27.03758,1956.4761756756911,frame
27.07958,1958.558005405421,frame
27.120579999999997,1960.1888351351506,frame
27.16258,1960.9846648648804,frame
27.20458,1962.4704945946103,frame
27.245579999999997,1964.5513243243402,frame
27.28758,1966.05015405407,frame
27.32958,1966.9759837837996,frame
27.370579999999997,1968.3828135135295,frame
27.41258,1969.4556432432594,frame
27.45458,1970.221472972989,frame
27.495579999999997,1970.9573027027188,frame
27.53758,1971.7131324324487,frame
27.57958,1972.3529621621785,frame
27.620579999999997,1977.3407918919083,frame
27.66258,1977.9646216216381,frame
27.70458,1979.385451351368,frame
27.745579999999997,1980.9942810810976,frame
27.78758,1984.4631108108274,frame
27.82958,1987.4989405405572,frame
27.870579999999997,1989.743770270287,frame
27.91258,1991.8006000000169,frame
27.95458,1994.8664297297466,frame
27.995579999999997,1997.7672594594765,frame
28.03758,1998.7940891892063,frame
28.07958,2000.492918918936,frame
28.120579999999997,2001.1887486486658,frame
28.16258,2001.9285783783957,frame
28.20458,2002.6754081081253,frame
28.245579999999997,2003.3592378378553,frame
28.28758,2003.976067567585,frame
28.32958,2004.6738972973149,frame
28.370579999999997,2032.5427270270445,frame
28.41258,2033.4715567567744,frame
28.45458,2034.0993864865043,frame
28.495579999999997,2034.696216216234,frame
28.53758,2035.2940459459637,frame
28.57958,2037.2438756756935,frame
28.620579999999997,2041.0927054054234,frame
28.66258,2042.5945351351531,frame
28.70458,2045.777364864883,frame
28.745579999999997,2049.273194594613,frame
28.78758,2052.5070243243426,frame
28.82958,2053.244854054072,frame
28.870579999999997,2053.9496837838024,frame
28.91258,2054.645513513532,frame
28.95458,2055.494343243262,frame
28.995579999999997,2056.2711729729917,frame
29.03758,2057.0640027027216,frame
29.07958,2057.8608324324514,frame
29.120579999999997,2058.654662162181,frame
29.16258,2059.4444918919107,frame
29.20458,2060.2553216216406,frame
29.245579999999997,2060.9591513513706,frame
29.28758,2061.6849810811,frame
29.32958,2062.38481081083,frame
29.370579999999997,2063.1256405405597,frame
29.41258,2063.8114702702896,frame
29.45458,2064.386300000019,frame
29.495579999999997,2064.9611297297492,frame
29.53758,2065.535959459479,frame
29.57958,2066.112789189209,frame
29.620579999999997,2066.6866189189386,frame
29.66258,2067.2604486486684,frame
29.70458,2067.8342783783983,frame
29.745579999999997,2068.408108108128,frame
29.78758,2070.4809378378577,frame
29.82958,2074.1487675675876,frame
29.870579999999997,2077.2945972973175,frame
29.91258,2079.662427027047,frame
29.95458,2081.492256756777,frame
29.995579999999997,2085.1800864865068,frame
30.03758,2087.9099162162365,frame
30.07958,2091.3567459459664,frame
30.120579999999997,2094.923575675696,frame
30.16258,2099.326405405426,frame
30.20458,2103.0412351351556,frame
30.245579999999997,2105.3310648648853,frame
30.28758,2107.9818945946154,frame
30.32958,2109.938724324345,frame
30.370579999999997,2112.395554054075,frame
30.41258,2114.1263837838046,frame
30.45458,2116.4052135135344,frame
30.495579999999997,2119.3900432432642,frame
30.53758,2122.9558729729943,frame
30.57958,2126.754702702724,frame
30.620579999999997,2130.509532432454,frame
30.66258,2135.3723621621834,frame
30.70458,2143.117191891913,frame
30.745579999999997,2149.4630216216433,frame
30.78758,2156.308851351373,frame
30.82958,2162.991681081103,frame
30.870579999999997,2169.1785108108324,frame
30.91258,2177.5413405405625,frame
30.95458,2186.408170270292,frame
30.995579999999997,2200.710000000022,frame
31.03758,2217.938829729752,frame
31.07958,2230.9606594594816,frame
31.120579999999997,2238.5294891892113,frame
31.16258,2244.582318918941,frame
31.20458,2250.2361486486707,frame
31.245579999999997,2255.7539783784005,frame
31.28758,2259.8848081081305,frame
31.32958,2264.7216378378603,frame
31.370579999999997,2267.05046756759,frame
31.41258,2269.77129729732,frame
31.45458,2296.5901270270497,frame
31.495579999999997,2299.5009567567795,frame
31.53758,2302.9987864865093,frame
31.57958,2306.929616216239,frame
31.620579999999997,2310.858445945969,frame
31.66258,2314.8282756756985,frame
31.70458,2318.3361054054285,frame
31.745579999999997,2322.1269351351584,frame
31.78758,2325.879764864888,frame
31.82958,2329.438594594618,frame
31.870579999999997,2333.1564243243474,frame
31.91258,2336.9682540540775,frame
31.95458,2340.873083783807,frame
31.995579999999997,2344.819913513537,frame
32.03758,2348.358743243267,frame
32.07958,2352.5055729729966,frame
32.12058,2355.8614027027265,frame
32.16258,2359.7542324324563,frame
32.20458,2363.265062162186,frame
32.24558,2366.702891891916,frame
32.28758,2371.6037216216455,frame
32.32958,2376.9375513513755,frame
32.37058,2383.170381081105,frame
32.41258,2387.635210810835,frame
32.45458,2392.8450405405647,frame
32.49558,2396.7208702702947,frame
32.53758,2400.4647000000245,frame
32.57958,2403.9085297297543,frame
32.62058,2408.373359459484,frame
32.66258,2412.2821891892136,frame
32.70458,2418.4100189189435,frame
32.74558,2430.621848648673,frame
32.78758,2434.8356783784034,frame
32.82958,2457.856508108133,frame
32.87058,2463.549337837863,frame
32.91258,2470.0811675675927,frame
32.95458,2477.0579972973223,frame
32.99558,2484.532827027052,frame
33.03758,2491.728656756782,frame
33.07958,2498.978486486512,frame
33.12058,2506.2283162162416,frame
33.16258,2514.0801459459713,frame
33.20458,2521.2669756757014,frame
33.24558,2528.082805405431,frame
33.28758,2535.757635135161,frame
33.32958,2544.7924648648905,frame
33.37058,2550.70529459462,frame
33.41258,2557.62712432435,frame
33.45458,2603.61595405408,frame
33.49558,2607.0517837838097,frame
33.53758,2611.9476135135396,frame
33.57958,2617.4364432432694,frame
33.62058,2622.917272972999,frame
33.66258,2628.9931027027287,frame
33.70458,2634.9429324324587,frame
33.74558,2640.6577621621886,frame
33.78758,2645.3365918919185,frame
33.82958,2649.916421621648,frame
33.87058,2653.967251351378,frame
33.91258,2656.986081081108,frame
33.95458,2662.1539108108377,frame
33.99558,2665.040740540567,frame
34.03758,2667.828570270297,frame
34.07958,2670.644400000027,frame
34.12058,2673.7042297297567,frame
34.16258,2678.0960594594867,frame
34.20458,2684.098889189216,frame
34.24558,2691.522718918946,frame
34.28758,2700.033548648676,frame
34.32958,2709.993378378406,frame
34.37058,2719.4732081081356,frame
34.41258,2729.8250378378652,frame
34.45458,2740.173867567595,frame
34.49558,2752.3536972973247,frame
34.53758,2764.7495270270547,frame
